date,value,measure
2021-01-04,-0.069332105,UK risk premium
2021-01-05,-0.053777241,UK risk premium
2021-01-06,-0.02713348,UK risk premium
2021-01-07,0.020634845,UK risk premium
2021-01-08,0.0228789,UK risk premium
2021-01-11,0.030810914,UK risk premium
2021-01-12,0.037472445,UK risk premium
2021-01-13,0.046869371,UK risk premium
2021-01-14,0.050211708,UK risk premium
2021-01-15,0.06186916,UK risk premium
2021-01-18,0.060514385,UK risk premium
2021-01-19,0.043442543,UK risk premium
2021-01-20,0.040559998,UK risk premium
2021-01-21,0.0575418,UK risk premium
2021-01-22,0.053466889,UK risk premium
2021-01-25,0.016189002,UK risk premium
2021-01-26,0.031511584,UK risk premium
2021-01-27,0.027864031,UK risk premium
2021-01-28,0.019582266,UK risk premium
2021-01-29,0.042461975,UK risk premium
2021-02-01,0.035655068,UK risk premium
2021-02-02,0.042691234,UK risk premium
2021-02-03,0.064947049,UK risk premium
2021-02-04,0.088945642,UK risk premium
2021-02-05,0.145346429,UK risk premium
2021-02-08,0.155074122,UK risk premium
2021-02-09,0.137808351,UK risk premium
2021-02-10,0.158035972,UK risk premium
2021-02-11,0.147450904,UK risk premium
2021-02-12,0.199518212,UK risk premium
2021-02-15,0.25006416,UK risk premium
2021-02-16,0.309932507,UK risk premium
2021-02-17,0.293727835,UK risk premium
2021-02-18,0.34318194,UK risk premium
2021-02-19,0.409858395,UK risk premium
2021-02-22,0.415456419,UK risk premium
2021-02-23,0.462326947,UK risk premium
2021-02-24,0.499260728,UK risk premium
2021-02-25,0.478611375,UK risk premium
2021-02-26,0.503781876,UK risk premium
2021-03-01,0.451648271,UK risk premium
2021-03-02,0.453795267,UK risk premium
2021-03-03,0.51498239,UK risk premium
2021-03-04,0.469807688,UK risk premium
2021-03-05,0.495111781,UK risk premium
2021-03-08,0.490113433,UK risk premium
2021-03-09,0.464017188,UK risk premium
2021-03-10,0.474424632,UK risk premium
2021-03-11,0.473028734,UK risk premium
2021-03-12,0.557198215,UK risk premium
2021-03-15,0.537427336,UK risk premium
2021-03-16,0.533701615,UK risk premium
2021-03-17,0.572995344,UK risk premium
2021-03-18,0.640343581,UK risk premium
2021-03-19,0.605508163,UK risk premium
2021-03-22,0.574231081,UK risk premium
2021-03-23,0.527412833,UK risk premium
2021-03-24,0.511534884,UK risk premium
2021-03-25,0.514208374,UK risk premium
2021-03-26,0.515248528,UK risk premium
2021-03-29,0.540301205,UK risk premium
2021-03-30,0.571218124,UK risk premium
2021-03-31,0.56114976,UK risk premium
2021-04-01,0.54966206,UK risk premium
2021-04-06,0.553566816,UK risk premium
2021-04-07,0.547711062,UK risk premium
2021-04-08,0.545860613,UK risk premium
2021-04-09,0.575498612,UK risk premium
2021-04-12,0.589707317,UK risk premium
2021-04-13,0.588251474,UK risk premium
2021-04-14,0.592926777,UK risk premium
2021-04-15,0.527594422,UK risk premium
2021-04-16,0.5574284,UK risk premium
2021-04-19,0.547744665,UK risk premium
2021-04-20,0.521029235,UK risk premium
2021-04-21,0.521393996,UK risk premium
2021-04-22,0.505383406,UK risk premium
2021-04-23,0.517544364,UK risk premium
2021-04-26,0.519788448,UK risk premium
2021-04-27,0.520911752,UK risk premium
2021-04-28,0.566858104,UK risk premium
2021-04-29,0.610628427,UK risk premium
2021-04-30,0.609191651,UK risk premium
2021-05-04,0.592571061,UK risk premium
2021-05-05,0.609375202,UK risk premium
2021-05-06,0.586106413,UK risk premium
2021-05-07,0.539920591,UK risk premium
2021-05-10,0.559596333,UK risk premium
2021-05-11,0.591569599,UK risk premium
2021-05-12,0.608753996,UK risk premium
2021-05-13,0.631102589,UK risk premium
2021-05-14,0.610146324,UK risk premium
2021-05-17,0.622648222,UK risk premium
2021-05-18,0.609580888,UK risk premium
2021-05-19,0.610098053,UK risk premium
2021-05-20,0.634827463,UK risk premium
2021-05-21,0.640346309,UK risk premium
2021-05-25,0.60181627,UK risk premium
2021-05-26,0.533769473,UK risk premium
2021-05-27,0.572089656,UK risk premium
2021-05-28,0.548810819,UK risk premium
2021-06-01,0.586113963,UK risk premium
2021-06-02,0.564576129,UK risk premium
2021-06-03,0.585747161,UK risk premium
2021-06-04,0.553202483,UK risk premium
2021-06-07,0.553060919,UK risk premium
2021-06-08,0.570708079,UK risk premium
2021-06-09,0.533151872,UK risk premium
2021-06-10,0.544902151,UK risk premium
2021-06-11,0.499134129,UK risk premium
2021-06-14,0.517813277,UK risk premium
2021-06-15,0.52603754,UK risk premium
2021-06-16,0.514444767,UK risk premium
2021-06-17,0.538299432,UK risk premium
2021-06-18,0.494411981,UK risk premium
2021-06-21,0.496935786,UK risk premium
2021-06-22,0.521372795,UK risk premium
2021-06-23,0.557850605,UK risk premium
2021-06-24,0.539414504,UK risk premium
2021-06-25,0.561199809,UK risk premium
2021-06-28,0.527847084,UK risk premium
2021-06-29,0.539886565,UK risk premium
2021-06-30,0.525251475,UK risk premium
2021-07-01,0.52482718,UK risk premium
2021-07-02,0.504619753,UK risk premium
2021-07-05,0.500396628,UK risk premium
2021-07-06,0.405346552,UK risk premium
2021-07-07,0.348085895,UK risk premium
2021-07-08,0.324892157,UK risk premium
2021-07-09,0.397243779,UK risk premium
2021-07-12,0.383867077,UK risk premium
2021-07-13,0.37117727,UK risk premium
2021-07-14,0.398780762,UK risk premium
2021-07-15,0.367211586,UK risk premium
2021-07-16,0.358903447,UK risk premium
2021-07-19,0.309651329,UK risk premium
2021-07-20,0.287615603,UK risk premium
2021-07-21,0.316553969,UK risk premium
2021-07-22,0.323342726,UK risk premium
2021-07-23,0.335824163,UK risk premium
2021-07-26,0.319278445,UK risk premium
2021-07-27,0.319534849,UK risk premium
2021-07-28,0.32273349,UK risk premium
2021-07-29,0.344495015,UK risk premium
2021-07-30,0.358825258,UK risk premium
2021-08-02,0.333284879,UK risk premium
2021-08-03,0.288679044,UK risk premium
2021-08-04,0.27006879,UK risk premium
2021-08-05,0.231226993,UK risk premium
2021-08-06,0.257599313,UK risk premium
2021-08-09,0.230169836,UK risk premium
2021-08-10,0.220265242,UK risk premium
2021-08-11,0.256442803,UK risk premium
2021-08-12,0.251964847,UK risk premium
2021-08-13,0.243011031,UK risk premium
2021-08-16,0.242403021,UK risk premium
2021-08-17,0.214346202,UK risk premium
2021-08-18,0.230489427,UK risk premium
2021-08-19,0.226506565,UK risk premium
2021-08-20,0.221493792,UK risk premium
2021-08-23,0.216720279,UK risk premium
2021-08-24,0.208494809,UK risk premium
2021-08-25,0.247388882,UK risk premium
2021-08-26,0.268661866,UK risk premium
2021-08-27,0.277675681,UK risk premium
2021-08-31,0.276274208,UK risk premium
2021-09-01,0.283246615,UK risk premium
2021-09-02,0.279652048,UK risk premium
2021-09-03,0.273754381,UK risk premium
2021-09-06,0.272791173,UK risk premium
2021-09-07,0.304135466,UK risk premium
2021-09-08,0.296700078,UK risk premium
2021-09-09,0.298300978,UK risk premium
2021-09-10,0.308523874,UK risk premium
2021-09-13,0.298549218,UK risk premium
2021-09-14,0.297772192,UK risk premium
2021-09-15,0.316251226,UK risk premium
2021-09-16,0.358675207,UK risk premium
2021-09-17,0.399976504,UK risk premium
2021-09-20,0.368462286,UK risk premium
2021-09-21,0.348984855,UK risk premium
2021-09-22,0.342624924,UK risk premium
2021-09-23,0.359840098,UK risk premium
2021-09-24,0.383417625,UK risk premium
2021-09-27,0.423307875,UK risk premium
2021-09-28,0.462994783,UK risk premium
2021-09-29,0.439216573,UK risk premium
2021-09-30,0.443714002,UK risk premium
2021-10-01,0.411633772,UK risk premium
2021-10-04,0.409610274,UK risk premium
2021-10-05,0.442335009,UK risk premium
2021-10-06,0.404080757,UK risk premium
2021-10-07,0.397694631,UK risk premium
2021-10-08,0.39815361,UK risk premium
2021-10-11,0.379224812,UK risk premium
2021-10-12,0.358280331,UK risk premium
2021-10-13,0.25872663,UK risk premium
2021-10-14,0.273746641,UK risk premium
2021-10-15,0.268283402,UK risk premium
2021-10-18,0.039532721,UK risk premium
2021-10-19,0.063758323,UK risk premium
2021-10-20,0.106641677,UK risk premium
2021-10-21,0.155214682,UK risk premium
2021-10-22,0.142978294,UK risk premium
2021-10-25,0.163571642,UK risk premium
2021-10-26,0.162335514,UK risk premium
2021-10-27,0.076359739,UK risk premium
2021-10-28,0.021483566,UK risk premium
2021-10-29,0.030817202,UK risk premium
2021-11-01,0.172615325,UK risk premium
2021-11-02,0.130003647,UK risk premium
2021-11-03,0.138264835,UK risk premium
2021-11-04,0.225430003,UK risk premium
2021-11-05,0.15475337,UK risk premium
2021-11-08,0.143297804,UK risk premium
2021-11-09,0.051642818,UK risk premium
2021-11-10,0.0295374,UK risk premium
2021-11-11,0.032806805,UK risk premium
2021-11-12,0.074932011,UK risk premium
2021-11-15,0.081815099,UK risk premium
2021-11-16,0.066823246,UK risk premium
2021-11-17,0.088473571,UK risk premium
2021-11-18,0.076673131,UK risk premium
2021-11-19,0.07835543,UK risk premium
2021-11-22,0.092157829,UK risk premium
2021-11-23,0.104921711,UK risk premium
2021-11-24,0.130651924,UK risk premium
2021-11-25,0.118376485,UK risk premium
2021-11-26,0.088982525,UK risk premium
2021-11-29,0.086488768,UK risk premium
2021-11-30,0.060982673,UK risk premium
2021-12-01,0.042128377,UK risk premium
2021-12-02,0.026589696,UK risk premium
2021-12-03,0.028666965,UK risk premium
2021-12-06,0.137982461,UK risk premium
2021-12-07,0.13451752,UK risk premium
2021-12-08,0.194880404,UK risk premium
2021-12-09,0.220883798,UK risk premium
2021-12-10,0.214429385,UK risk premium
2021-12-13,0.222423337,UK risk premium
2021-12-14,0.198407468,UK risk premium
2021-12-15,0.142173029,UK risk premium
2021-12-16,0.170109481,UK risk premium
2021-12-17,0.164914296,UK risk premium
2021-12-20,0.137106558,UK risk premium
2021-12-21,0.150097073,UK risk premium
2021-12-22,0.133580136,UK risk premium
2021-12-23,0.145973562,UK risk premium
2021-12-29,0.200439545,UK risk premium
2021-12-30,0.200734623,UK risk premium
2022-01-04,0.170182486,UK risk premium
2022-01-05,0.160578135,UK risk premium
2022-01-06,0.173451177,UK risk premium
2022-01-07,0.193052395,UK risk premium
2022-01-10,0.196640325,UK risk premium
2022-01-11,0.200493981,UK risk premium
2022-01-12,0.185955195,UK risk premium
2022-01-13,0.198605621,UK risk premium
2022-01-14,0.17928987,UK risk premium
2022-01-17,0.118118633,UK risk premium
2022-01-18,0.115595326,UK risk premium
2022-01-19,0.110224321,UK risk premium
2022-01-20,0.076885681,UK risk premium
2022-01-21,0.010165577,UK risk premium
2022-01-24,-0.04248745,UK risk premium
2022-01-25,-0.043269613,UK risk premium
2022-01-26,-0.043045669,UK risk premium
2022-01-27,-0.069553893,UK risk premium
2022-01-28,-0.059715974,UK risk premium
2022-01-31,-0.071399998,UK risk premium
2022-02-01,-0.09341824,UK risk premium
2022-02-02,-0.084893395,UK risk premium
2022-02-03,-0.083136202,UK risk premium
2022-02-04,-0.185150365,UK risk premium
2022-02-07,-0.211893781,UK risk premium
2022-02-08,-0.195539054,UK risk premium
2022-02-09,-0.215943374,UK risk premium
2022-02-10,-0.267077303,UK risk premium
2022-02-11,-0.36974858,UK risk premium
2022-02-14,-0.435670734,UK risk premium
2022-02-15,-0.440486934,UK risk premium
2022-02-16,-0.360805845,UK risk premium
2022-02-17,-0.356689385,UK risk premium
2022-02-18,-0.371281679,UK risk premium
2022-02-21,-0.360935002,UK risk premium
2022-02-22,-0.364122768,UK risk premium
2022-02-23,-0.309437702,UK risk premium
2022-02-24,-0.308959646,UK risk premium
2022-02-25,-0.246880355,UK risk premium
2022-02-28,-0.19696963,UK risk premium
2022-03-01,-0.225064459,UK risk premium
2022-03-02,-0.406015412,UK risk premium
2022-03-03,-0.354117409,UK risk premium
2022-03-04,-0.479518388,UK risk premium
2022-03-07,-0.52073771,UK risk premium
2022-03-08,-0.56388304,UK risk premium
2022-03-09,-0.567688652,UK risk premium
2022-03-10,-0.478617143,UK risk premium
2022-03-11,-0.458466851,UK risk premium
2022-03-14,-0.432836519,UK risk premium
2022-03-15,-0.385637804,UK risk premium
2022-03-16,-0.37933314,UK risk premium
2022-03-17,-0.329752925,UK risk premium
2022-03-18,-0.276864721,UK risk premium
2022-03-21,-0.249280142,UK risk premium
2022-03-22,-0.264899383,UK risk premium
2022-03-23,-0.258304706,UK risk premium
2022-03-24,-0.204281759,UK risk premium
2022-03-25,-0.22614612,UK risk premium
2022-03-28,-0.230125885,UK risk premium
2022-03-29,-0.184414954,UK risk premium
2022-03-30,-0.177262483,UK risk premium
2022-03-31,-0.203528261,UK risk premium
2022-04-01,-0.231695759,UK risk premium
2022-04-04,-0.277554186,UK risk premium
2022-04-05,-0.280651133,UK risk premium
2022-04-06,-0.177626631,UK risk premium
2022-04-07,-0.143978757,UK risk premium
2022-04-08,-0.129285309,UK risk premium
2022-04-11,-0.114873453,UK risk premium
2022-04-12,-0.098509295,UK risk premium
2022-04-13,-0.072392559,UK risk premium
2022-04-14,-0.067857,UK risk premium
2022-04-19,-0.003443696,UK risk premium
2022-04-20,-0.048585681,UK risk premium
2022-04-21,-0.129952191,UK risk premium
2022-04-22,-0.16419965,UK risk premium
2022-04-25,-0.086862706,UK risk premium
2022-04-26,-0.063690947,UK risk premium
2022-04-27,-0.051966954,UK risk premium
2022-04-28,-0.053035902,UK risk premium
2022-04-29,-0.076819873,UK risk premium
2022-05-03,-0.079900243,UK risk premium
2022-05-04,-0.063597078,UK risk premium
2022-05-05,0.048858581,UK risk premium
2022-05-06,0.15295536,UK risk premium
2022-05-09,0.250819138,UK risk premium
2022-05-10,0.209437844,UK risk premium
2022-05-11,0.21442763,UK risk premium
2022-05-12,0.159779025,UK risk premium
2022-05-13,0.154808562,UK risk premium
2022-05-16,0.156517718,UK risk premium
2022-05-17,0.074662528,UK risk premium
2022-05-18,0.042699625,UK risk premium
2022-05-19,-0.013619205,UK risk premium
2022-05-20,-0.007933695,UK risk premium
2022-05-23,-0.002674546,UK risk premium
2022-05-24,0.057359831,UK risk premium
2022-05-25,0.099712178,UK risk premium
2022-05-26,0.149077539,UK risk premium
2022-05-27,0.094257914,UK risk premium
2022-05-30,0.094147906,UK risk premium
2022-05-31,0.040371949,UK risk premium
2022-06-01,-0.002251134,UK risk premium
2022-06-06,-0.028437187,UK risk premium
2022-06-07,-0.001105621,UK risk premium
2022-06-08,-0.045217865,UK risk premium
2022-06-09,-0.046765255,UK risk premium
2022-06-10,-0.14240224,UK risk premium
2022-06-13,-0.154921936,UK risk premium
2022-06-14,-0.142462301,UK risk premium
2022-06-15,-0.127069556,UK risk premium
2022-06-16,-0.162226005,UK risk premium
2022-06-17,-0.326187136,UK risk premium
2022-06-20,-0.328563,UK risk premium
2022-06-21,-0.303832549,UK risk premium
2022-06-22,-0.264079116,UK risk premium
2022-06-23,-0.211175039,UK risk premium
2022-06-24,-0.236169623,UK risk premium
2022-06-27,-0.236890481,UK risk premium
2022-06-28,-0.28355115,UK risk premium
2022-06-29,-0.274515673,UK risk premium
2022-06-30,-0.18042028,UK risk premium
2022-07-01,-0.086730894,UK risk premium
2022-07-04,-0.173041897,UK risk premium
2022-07-05,-0.202805181,UK risk premium
2022-07-06,-0.308720247,UK risk premium
2022-07-07,-0.418001682,UK risk premium
2022-07-08,-0.427008668,UK risk premium
2022-07-11,-0.439793817,UK risk premium
2022-07-12,-0.45685562,UK risk premium
2022-07-13,-0.495468276,UK risk premium
2022-07-14,-0.676355209,UK risk premium
2022-07-15,-0.673130714,UK risk premium
2022-07-18,-0.681386961,UK risk premium
2022-07-19,-0.73691925,UK risk premium
2022-07-20,-0.812191699,UK risk premium
2022-07-21,-0.762815616,UK risk premium
2022-07-22,-0.682335264,UK risk premium
2022-07-25,-0.675574962,UK risk premium
2022-07-26,-0.676514183,UK risk premium
2022-07-27,-0.620856361,UK risk premium
2022-07-28,-0.469735941,UK risk premium
2022-07-29,-0.532694522,UK risk premium
2022-08-01,-0.474983947,UK risk premium
2022-08-02,-0.513482184,UK risk premium
2022-08-03,-0.564818591,UK risk premium
2022-08-04,-0.581816372,UK risk premium
2022-08-05,-0.471466323,UK risk premium
2022-08-08,-0.453065258,UK risk premium
2022-08-09,-0.459650814,UK risk premium
2022-08-10,-0.487711137,UK risk premium
2022-08-11,-0.421333,UK risk premium
2022-08-12,-0.40923801,UK risk premium
2022-08-15,-0.477060823,UK risk premium
2022-08-16,-0.520231108,UK risk premium
2022-08-17,-0.649893568,UK risk premium
2022-08-18,-0.648541878,UK risk premium
2022-08-19,-0.605699824,UK risk premium
2022-08-22,-0.62084107,UK risk premium
2022-08-23,-0.618437974,UK risk premium
2022-08-24,-0.732030262,UK risk premium
2022-08-25,-0.71365165,UK risk premium
2022-08-26,-0.797954615,UK risk premium
2022-08-30,-0.854492797,UK risk premium
2022-08-31,-0.879492645,UK risk premium
2022-09-01,-0.855241912,UK risk premium
2022-09-02,-0.840618103,UK risk premium
2022-09-05,-0.893817221,UK risk premium
2022-09-06,-0.661476461,UK risk premium
2022-09-07,-0.481706916,UK risk premium
2022-09-08,-0.359192598,UK risk premium
2022-09-09,-0.36440126,UK risk premium
2022-09-12,-0.350414368,UK risk premium
2022-09-13,-0.335438893,UK risk premium
2022-09-14,-0.288972902,UK risk premium
2022-09-15,-0.292399958,UK risk premium
2022-09-16,-0.352079323,UK risk premium
2022-09-20,-0.379808013,UK risk premium
2022-09-21,-0.377562588,UK risk premium
2022-09-22,-0.291643143,UK risk premium
2022-09-23,-0.270586832,UK risk premium
2022-09-26,-0.318039297,UK risk premium
2022-09-27,-0.257977066,UK risk premium
2022-09-28,-0.343817172,UK risk premium
2022-09-29,-0.339012415,UK risk premium
2022-09-30,-0.263025792,UK risk premium
2022-10-03,-0.183262707,UK risk premium
2022-10-04,-0.191812945,UK risk premium
2022-10-05,-0.125082363,UK risk premium
2022-10-06,-0.08549676,UK risk premium
2022-10-07,-0.063251418,UK risk premium
2022-10-10,-0.005655655,UK risk premium
2022-10-11,0.083121694,UK risk premium
2022-10-12,0.383281387,UK risk premium
2022-10-13,0.385104363,UK risk premium
2022-10-14,0.46105146,UK risk premium
2022-10-17,0.475107714,UK risk premium
2022-10-18,0.487315467,UK risk premium
2022-10-19,0.533149927,UK risk premium
2022-10-20,0.509896393,UK risk premium
2022-10-21,0.50042579,UK risk premium
2022-10-24,0.526311089,UK risk premium
2022-10-25,0.508361726,UK risk premium
2022-10-26,0.477808839,UK risk premium
2022-10-27,0.47735715,UK risk premium
2022-10-28,0.367470679,UK risk premium
2022-10-31,0.394682646,UK risk premium
2022-11-01,0.333984085,UK risk premium
2022-11-02,0.407006613,UK risk premium
2022-11-03,0.756599485,UK risk premium
2022-11-04,0.739866732,UK risk premium
2022-11-07,0.573003974,UK risk premium
2022-11-08,0.419327264,UK risk premium
2022-11-09,0.354874477,UK risk premium
2022-11-10,0.356313746,UK risk premium
2022-11-11,0.326901721,UK risk premium
2022-11-14,0.3320005,UK risk premium
2022-11-15,0.309600918,UK risk premium
2022-11-16,0.257306516,UK risk premium
2022-11-17,0.160692529,UK risk premium
2022-11-18,0.082572837,UK risk premium
2022-11-21,0.013524185,UK risk premium
2022-11-22,0.02039691,UK risk premium
2022-11-23,-0.096585797,UK risk premium
2022-11-24,-0.169446418,UK risk premium
2022-11-25,-0.211585597,UK risk premium
2022-11-28,-0.217859614,UK risk premium
2022-11-29,-0.204679458,UK risk premium
2022-11-30,-0.220939115,UK risk premium
2022-12-01,-0.279764985,UK risk premium
2022-12-02,-0.335649003,UK risk premium
2022-12-05,-0.356464524,UK risk premium
2022-12-06,-0.311802762,UK risk premium
2022-12-07,-0.357078664,UK risk premium
2022-12-08,-0.425405646,UK risk premium
2022-12-09,-0.483933539,UK risk premium
2022-12-12,-0.539977642,UK risk premium
2022-12-13,-0.503003077,UK risk premium
2022-12-14,-0.428839437,UK risk premium
2022-12-15,-0.201863346,UK risk premium
2022-12-16,-0.232020825,UK risk premium
2022-12-19,-0.225893648,UK risk premium
2022-12-20,-0.118162911,UK risk premium
2022-12-21,-0.09934775,UK risk premium
2022-12-22,0.00323931,UK risk premium
2022-12-23,0.037385334,UK risk premium
2022-12-28,0.08459708,UK risk premium
2022-12-29,0.111606685,UK risk premium
2022-12-30,0.152974548,UK risk premium
2023-01-03,0.120989042,UK risk premium
2023-01-04,0.137826609,UK risk premium
2023-01-05,0.085671482,UK risk premium
2023-01-06,0.087374892,UK risk premium
2023-01-09,0.086696326,UK risk premium
2023-01-10,0.086707802,UK risk premium
2023-01-11,-0.191050339,UK risk premium
2023-01-12,-0.165579241,UK risk premium
2023-01-13,-0.176794065,UK risk premium
2023-01-16,-0.204586494,UK risk premium
2023-01-17,-0.206440825,UK risk premium
2023-01-18,-0.246810611,UK risk premium
2023-01-19,-0.25966626,UK risk premium
2023-01-20,-0.080116644,UK risk premium
2023-01-23,-0.06641986,UK risk premium
2023-01-24,-0.053264139,UK risk premium
2023-01-25,-0.098512253,UK risk premium
2023-01-26,-0.103076388,UK risk premium
2023-01-27,-0.11792073,UK risk premium
2023-01-30,-0.207067982,UK risk premium
2023-01-31,-0.200623107,UK risk premium
2023-02-01,-0.196642202,UK risk premium
2023-02-02,-0.245702497,UK risk premium
2023-02-03,-0.231622044,UK risk premium
2023-02-06,-0.22209403,UK risk premium
2023-02-07,-0.19986601,UK risk premium
2023-02-08,-0.155157598,UK risk premium
2023-02-09,-0.193466227,UK risk premium
2023-02-10,-0.193205687,UK risk premium
2023-02-13,-0.193039241,UK risk premium
2023-02-14,-0.254171108,UK risk premium
2023-02-15,-0.233136452,UK risk premium
2023-02-16,-0.258573165,UK risk premium
2023-02-17,-0.232763963,UK risk premium
2023-02-20,-0.209306298,UK risk premium
2023-02-21,-0.237917144,UK risk premium
2023-02-22,-0.241821485,UK risk premium
2023-02-23,-0.234067543,UK risk premium
2023-02-24,-0.297833106,UK risk premium
2023-02-27,-0.291654477,UK risk premium
2023-02-28,-0.349293799,UK risk premium
2023-03-01,-0.377923054,UK risk premium
2023-03-02,-0.379516018,UK risk premium
2023-03-03,-0.441147788,UK risk premium
2023-03-06,-0.49948196,UK risk premium
2023-03-07,-0.541371836,UK risk premium
2023-03-08,-0.589594182,UK risk premium
2023-03-09,-0.575993064,UK risk premium
2023-03-10,-0.553731445,UK risk premium
2023-03-13,-0.500013248,UK risk premium
2023-03-14,-0.48541683,UK risk premium
2023-03-15,-0.454961666,UK risk premium
2023-03-16,-0.458694346,UK risk premium
2023-03-17,-0.423124206,UK risk premium
2023-03-20,-0.389736792,UK risk premium
2023-03-21,-0.439528653,UK risk premium
2023-03-22,-0.610237996,UK risk premium
2023-03-23,-0.526312721,UK risk premium
2023-03-24,-0.587429356,UK risk premium
2023-03-27,-0.607559958,UK risk premium
2023-03-28,-0.540861721,UK risk premium
2023-03-29,-0.574879393,UK risk premium
2023-03-30,-0.582751218,UK risk premium
2023-03-31,-0.585708123,UK risk premium
2023-04-03,-0.568701354,UK risk premium
2023-04-04,-0.530791844,UK risk premium
2023-04-05,-0.550893658,UK risk premium
2023-04-06,-0.609876032,UK risk premium
2023-04-11,-0.640175484,UK risk premium
2023-04-12,-0.660011658,UK risk premium
2023-04-13,-0.67516732,UK risk premium
2023-04-14,-0.690915456,UK risk premium
2023-04-17,-0.679021365,UK risk premium
2023-04-18,-0.73671546,UK risk premium
2023-04-19,-0.763304275,UK risk premium
2023-04-20,-0.757025396,UK risk premium
2023-04-21,-0.795495908,UK risk premium
2023-04-24,-0.824176693,UK risk premium
2023-04-25,-0.785681223,UK risk premium
2023-04-26,-0.713025647,UK risk premium
2023-04-27,-0.616276054,UK risk premium
2023-04-28,-0.677687373,UK risk premium
2023-05-02,-0.691071147,UK risk premium
2023-05-03,-0.721534975,UK risk premium
2023-05-04,-0.662102242,UK risk premium
2023-05-05,-0.621291999,UK risk premium
2023-05-09,-0.630913554,UK risk premium
2023-05-10,-0.648700153,UK risk premium
2023-05-11,-0.662850926,UK risk premium
2023-05-12,-0.66518599,UK risk premium
2023-05-15,-0.648743539,UK risk premium
2023-05-16,-0.626866855,UK risk premium
2023-05-17,-0.644933114,UK risk premium
2023-05-18,-0.593638416,UK risk premium
2023-05-19,-0.522058345,UK risk premium
2023-05-22,-0.539357579,UK risk premium
2023-05-23,-0.530235482,UK risk premium
2023-05-24,-0.753646579,UK risk premium
2023-05-25,-0.736181745,UK risk premium
2023-05-26,-0.721973457,UK risk premium
2023-05-30,-0.752003489,UK risk premium
2023-05-31,-0.743729386,UK risk premium
2023-06-01,-0.773162981,UK risk premium
2023-06-02,-0.828768851,UK risk premium
2023-06-05,-0.87039599,UK risk premium
2023-06-06,-0.885360507,UK risk premium
2023-06-07,-0.922253542,UK risk premium
2023-06-08,-0.837615626,UK risk premium
2023-06-09,-0.89077144,UK risk premium
2023-06-12,-0.886723917,UK risk premium
2023-06-13,-1.046575362,UK risk premium
2023-06-14,-0.995509662,UK risk premium
2023-06-15,-1.005410419,UK risk premium
2023-06-16,-0.999874686,UK risk premium
2023-06-19,-1.067635896,UK risk premium
2023-06-20,-1.08415667,UK risk premium
2023-06-21,-1.170767339,UK risk premium
2023-06-22,-1.154320028,UK risk premium
2023-06-23,-1.38906007,UK risk premium
2023-06-26,-1.373020349,UK risk premium
2023-06-27,-1.373610993,UK risk premium
2023-06-28,-1.252716929,UK risk premium
2023-06-29,-1.298633648,UK risk premium
2023-06-30,-1.299558113,UK risk premium
2023-07-03,-1.303612559,UK risk premium
2023-07-04,-1.248272425,UK risk premium
2023-07-05,-1.226217112,UK risk premium
2023-07-06,-1.219164038,UK risk premium
2023-07-07,-1.078884387,UK risk premium
2023-07-10,-1.025846852,UK risk premium
2023-07-11,-1.037474046,UK risk premium
2023-07-12,-1.014007098,UK risk premium
2023-07-13,-1.103729176,UK risk premium
2023-07-14,-1.226976292,UK risk premium
2023-07-17,-1.200330592,UK risk premium
2023-07-18,-1.210969979,UK risk premium
2023-07-19,-1.121427723,UK risk premium
2023-07-20,-1.17948912,UK risk premium
2023-07-21,-1.08724088,UK risk premium
2023-07-24,-1.104958938,UK risk premium
2023-07-25,-1.129636571,UK risk premium
2023-07-26,-1.180796334,UK risk premium
2023-07-27,-1.109557922,UK risk premium
2023-07-28,-1.054930591,UK risk premium
2023-07-31,-1.09797316,UK risk premium
2023-08-01,-0.995306071,UK risk premium
2023-08-02,-0.937203916,UK risk premium
2023-08-03,-0.828562942,UK risk premium
2023-08-04,-0.840415999,UK risk premium
2023-08-07,-0.830609015,UK risk premium
2023-08-08,-0.909689606,UK risk premium
2023-08-09,-0.911259521,UK risk premium
2023-08-10,-0.9019939,UK risk premium
2023-08-11,-0.854426824,UK risk premium
2023-08-14,-0.852975879,UK risk premium
2023-08-15,-0.913175863,UK risk premium
2023-08-16,-0.944687455,UK risk premium
2023-08-17,-0.928942484,UK risk premium
2023-08-18,-0.893622914,UK risk premium
2023-08-21,-0.864215082,UK risk premium
2023-08-22,-0.842782521,UK risk premium
2023-08-23,-0.851018261,UK risk premium
2023-08-24,-0.893572548,UK risk premium
2023-08-25,-0.920756284,UK risk premium
2023-08-29,-0.902457489,UK risk premium
2023-08-30,-0.897235215,UK risk premium
2023-08-31,-0.875081211,UK risk premium
2023-09-01,-0.834896169,UK risk premium
2023-09-04,-0.82115767,UK risk premium
2023-09-05,-0.818783695,UK risk premium
2023-09-06,-0.741950075,UK risk premium
2023-09-07,-0.698759839,UK risk premium
2023-09-08,-0.688214792,UK risk premium
2023-09-11,-0.648890383,UK risk premium
2023-09-12,-0.66739582,UK risk premium
2023-09-13,-0.718764786,UK risk premium
2023-09-14,-0.78962764,UK risk premium
2023-09-15,-0.777221648,UK risk premium
2023-09-18,-0.741111739,UK risk premium
2023-09-19,-0.755555205,UK risk premium
2023-09-20,-0.739870418,UK risk premium
