date,value,measure
2024-01-03,3.71,UK 10-year yield
2024-01-04,3.75,UK 10-year yield
2024-01-05,3.79,UK 10-year yield
2024-01-08,3.81,UK 10-year yield
2024-01-09,3.82,UK 10-year yield
2024-01-10,3.84,UK 10-year yield
2024-01-11,3.88,UK 10-year yield
2024-01-12,3.84,UK 10-year yield
2024-01-15,3.85,UK 10-year yield
2024-01-16,3.86,UK 10-year yield
2024-01-17,4.01,UK 10-year yield
2024-01-18,3.98,UK 10-year yield
2024-01-19,3.96,UK 10-year yield
2024-01-22,3.93,UK 10-year yield
2024-01-23,4.01,UK 10-year yield
2024-01-24,4.04,UK 10-year yield
2024-01-25,4.01,UK 10-year yield
2024-01-26,4.02,UK 10-year yield
2024-01-29,3.95,UK 10-year yield
2024-01-30,3.96,UK 10-year yield
2024-01-31,3.84,UK 10-year yield
2024-02-01,3.78,UK 10-year yield
2024-02-02,3.95,UK 10-year yield
2024-02-05,4.07,UK 10-year yield
2024-02-06,3.98,UK 10-year yield
2024-02-07,4,UK 10-year yield
2024-02-08,4.07,UK 10-year yield
2024-02-09,4.11,UK 10-year yield
2024-02-12,4.09,UK 10-year yield
2024-02-13,4.16,UK 10-year yield
2024-02-14,4.08,UK 10-year yield
2024-02-15,4.07,UK 10-year yield
2024-02-16,4.13,UK 10-year yield
2024-02-19,4.13,UK 10-year yield
2024-02-20,4.08,UK 10-year yield
2024-02-21,4.11,UK 10-year yield
2024-02-22,4.11,UK 10-year yield
2024-02-23,4.07,UK 10-year yield
2024-02-26,4.09,UK 10-year yield
2024-02-27,4.13,UK 10-year yield
2024-02-28,4.14,UK 10-year yield
2024-02-29,4.07,UK 10-year yield
2024-03-01,4.05,UK 10-year yield
2024-03-04,4.08,UK 10-year yield
2024-03-05,3.96,UK 10-year yield
2024-03-06,3.96,UK 10-year yield
2024-03-07,3.96,UK 10-year yield
2024-03-08,3.93,UK 10-year yield
2024-03-11,3.92,UK 10-year yield
2024-03-12,3.9,UK 10-year yield
2024-03-13,3.97,UK 10-year yield
2024-03-14,4.04,UK 10-year yield
2024-03-15,4.05,UK 10-year yield
2024-03-18,4.04,UK 10-year yield
2024-03-19,4.01,UK 10-year yield
2024-03-20,3.972183314,UK 10-year yield
2024-03-21,3.950910157,UK 10-year yield
2024-03-22,3.899070547,UK 10-year yield
2024-03-25,3.953820611,UK 10-year yield
2024-03-26,3.933802508,UK 10-year yield
2024-03-27,3.907757783,UK 10-year yield
2024-03-28,3.891654617,UK 10-year yield
2024-04-02,4.049402643,UK 10-year yield
2024-04-03,4.039207401,UK 10-year yield
2024-04-04,3.975484217,UK 10-year yield
2024-04-05,4.039390141,UK 10-year yield
2024-04-08,4.055272514,UK 10-year yield
2024-04-09,3.991168472,UK 10-year yield
2024-04-10,4.09344515,UK 10-year yield
2024-04-11,4.176932571,UK 10-year yield
2024-04-12,4.09023517,UK 10-year yield
2024-04-15,4.203386235,UK 10-year yield
2024-04-16,4.257780935,UK 10-year yield
2024-04-17,4.235098944,UK 10-year yield
2024-04-18,4.21641475,UK 10-year yield
2024-04-19,4.210831359,UK 10-year yield
2024-04-22,4.168386627,UK 10-year yield
2024-04-23,4.21492973,UK 10-year yield
2024-04-24,4.292328668,UK 10-year yield
2024-04-25,4.317525291,UK 10-year yield
2024-04-26,4.279413469,UK 10-year yield
2024-04-29,4.24225703,UK 10-year yield
2024-04-30,4.315960555,UK 10-year yield
2024-05-02,4.258659823,UK 10-year yield
2024-05-03,4.197550671,UK 10-year yield
2024-05-07,4.089344876,UK 10-year yield
2024-05-08,4.092923417,UK 10-year yield
2024-05-09,4.105298828,UK 10-year yield
2024-05-10,4.126122849,UK 10-year yield
2024-05-13,4.12534938,UK 10-year yield
2024-05-14,4.126014302,UK 10-year yield
2024-05-15,4.023247634,UK 10-year yield
2024-05-16,4.018376657,UK 10-year yield
2024-05-17,4.088642799,UK 10-year yield
2024-05-20,4.132648114,UK 10-year yield
2024-05-21,4.109049059,UK 10-year yield
2024-05-22,4.189288316,UK 10-year yield
2024-05-23,4.219033373,UK 10-year yield
2024-05-24,4.213735297,UK 10-year yield
2024-05-28,4.229447137,UK 10-year yield
2024-05-29,4.347555316,UK 10-year yield
2024-05-30,4.325252645,UK 10-year yield
2024-05-31,4.269250302,UK 10-year yield
2024-06-03,4.195000084,UK 10-year yield
2024-06-04,4.144197856,UK 10-year yield
2024-06-05,4.145461457,UK 10-year yield
2024-06-06,4.135846215,UK 10-year yield
2024-06-07,4.221589126,UK 10-year yield
2024-06-10,4.286970359,UK 10-year yield
2024-06-11,4.232725263,UK 10-year yield
2024-06-12,4.104393196,UK 10-year yield
2024-06-13,4.11802643,UK 10-year yield
2024-06-14,4.01858388,UK 10-year yield
2024-06-17,4.076459802,UK 10-year yield
2024-06-18,4.031383206,UK 10-year yield
2024-06-19,4.049470963,UK 10-year yield
2024-06-20,4.035125676,UK 10-year yield
2024-06-21,4.05,UK 10-year yield
2024-06-24,4.06,UK 10-year yield
2024-06-25,4.04,UK 10-year yield
2024-06-26,4.11,UK 10-year yield
2024-06-27,4.11,UK 10-year yield
2024-06-28,4.15,UK 10-year yield
2024-07-01,4.25,UK 10-year yield
2024-07-02,4.22,UK 10-year yield
2024-07-03,4.14,UK 10-year yield
2024-07-04,4.18,UK 10-year yield
2024-07-05,4.1,UK 10-year yield
2024-07-08,4.09,UK 10-year yield
