,Date,Date_Fraction,P,D,E,CPI,Rate GS10,Price_real,Dividend_real,Earnings_real,PE_ratio,Date_iso
440,1907.09,1907.708333,7.45,0.43,0.685,9.229089256,3.803333333,262.0850588,15.12705708,24.09775373,10.87591241,9/1/07
441,1907.1,1907.791667,6.64,0.4333,0.6767,9.324254545,3.82,231.2058374,15.0875737,23.56279972,9.812324516,1/1/07
442,1907.11,1907.875,6.25,0.4367,0.6683,8.94367438,3.836666667,226.8866144,15.85302152,24.2605319,9.352087386,11/1/07
443,1907.12,1907.958333,6.57,0.44,0.66,8.753424793,3.853333333,243.68691,16.31997571,24.47996356,9.954545455,12/1/07
444,1908.01,1908.041667,6.85,0.4367,0.6533,8.658259504,3.87,256.8649275,16.37560786,24.49778937,10.48522884,1/1/08
445,1908.02,1908.125,6.6,0.4333,0.6467,8.563094215,3.860833333,250.2407595,16.42868501,24.5198029,10.2056595,2/1/08
446,1908.03,1908.208333,6.87,0.43,0.64,8.563094215,3.851666667,260.4778815,16.30356463,24.26577062,10.734375,3/1/08
447,1908.04,1908.291667,7.24,0.4267,0.6333,8.658259504,3.8425,271.4893541,16.00062257,23.74781877,11.43218064,4/1/08
448,1908.05,1908.375,7.63,0.4233,0.6267,8.658259504,3.833333333,286.1137806,15.87312757,23.50032848,12.17488431,5/1/08
449,1908.06,1908.458333,7.64,0.42,0.62,8.658259504,3.824166667,286.4887659,15.74938242,23.24908833,12.32258065,6/1/08
450,1908.07,1908.541667,7.92,0.4167,0.6133,8.753424793,3.815,293.7595628,15.45575881,22.74782069,12.91374531,7/1/08
451,1908.08,1908.625,8.26,0.4133,0.6067,8.753424793,3.805833333,306.3704531,15.32964991,22.50302105,13.61463656,8/1/08
452,1908.09,1908.708333,8.17,0.41,0.6,8.753424793,3.796666667,303.0322762,15.20725009,22.25451233,13.61666667,9/1/08
453,1908.1,1908.791667,8.27,0.4067,0.5933,8.848509091,3.7875,303.4451807,14.92275151,21.76953152,13.93898534,1/1/08
454,1908.11,1908.875,8.83,0.4033,0.5867,8.94367438,3.778333333,320.5454088,14.64053945,21.29830026,15.05028123,11/1/08
455,1908.12,1908.958333,9.03,0.4,0.58,9.038839669,3.769166667,324.3544821,14.36786189,20.83339974,15.56896552,12/1/08
456,1909.01,1909.041667,9.06,0.4033,0.595,8.94367438,3.76,328.8948362,14.64053945,21.59960569,15.22689076,1/1/09
457,1909.02,1909.125,8.8,0.4067,0.61,9.038839669,3.7725,316.0929616,14.60852358,21.91098938,14.42622951,2/1/09
458,1909.03,1909.208333,8.92,0.41,0.625,9.038839669,3.785,320.4033201,14.72705844,22.4497842,14.272,3/1/09
459,1909.04,1909.291667,9.32,0.4133,0.64,9.229089256,3.7975,327.8701675,14.5395644,22.51468961,14.5625,4/1/09
460,1909.05,1909.375,9.63,0.4167,0.655,9.324254545,3.81,335.3181045,14.5095591,22.80720233,14.70229008,5/1/09
461,1909.06,1909.458333,9.8,0.42,0.67,9.419419835,3.8225,337.789976,14.47671326,23.09380448,14.62686567,6/1/09
462,1909.07,1909.541667,9.94,0.4233,0.685,9.419419835,3.835,342.6155471,14.59045886,23.61082996,14.51094891,7/1/09
463,1909.08,1909.625,10.18,0.4267,0.7,9.514585124,3.8475,347.3783583,14.56054474,23.88652758,14.54285714,8/1/09
464,1909.09,1909.708333,10.19,0.43,0.715,9.609669421,3.86,344.2790314,14.52796698,24.15696834,14.25174825,9/1/09
465,1909.1,1909.791667,10.23,0.4333,0.73,9.8,3.8725,338.9178122,14.35514057,24.18475102,14.01369863,1/1/09
466,1909.11,1909.875,10.18,0.4367,0.745,9.895165289,3.885,334.0177616,14.32864012,24.44432538,13.66442953,11/1/09
467,1909.12,1909.958333,10.3,0.44,0.76,9.990330579,3.8975,334.7358302,14.29939469,24.69895446,13.55263158,12/1/09
468,1910.01,1910.041667,10.08,0.4425,0.7575,9.895165289,3.91,330.736644,14.51894494,24.85446507,13.30693069,1/1/10
469,1910.02,1910.125,9.72,0.445,0.755,9.895165289,3.915833333,318.924621,14.60097288,24.77243713,12.87417219,2/1/10
470,1910.03,1910.208333,9.96,0.4475,0.7525,10.08541488,3.921666667,320.6346153,14.40602313,24.22465341,13.2358804,3/1/10
471,1910.04,1910.291667,9.72,0.45,0.75,10.18058017,3.9275,309.9834967,14.35108781,23.91847969,12.96,4/1/10
472,1910.05,1910.375,9.56,0.4525,0.7475,9.990330579,3.933333333,310.6868482,14.70562749,24.29272166,12.78929766,5/1/10
473,1910.06,1910.458333,9.1,0.455,0.745,9.895165289,3.939166667,298.5816925,14.92908463,24.44432538,12.2147651,6/1/10
474,1910.07,1910.541667,8.64,0.4575,0.7425,9.895165289,3.945,283.488552,15.01111256,24.36229744,11.63636364,7/1/10
475,1910.08,1910.625,8.85,0.46,0.74,9.8,3.950833333,293.1986939,15.23970612,24.51604898,11.95945946,8/1/10
476,1910.09,1910.708333,8.91,0.4625,0.7375,9.704834711,3.956666667,298.0810705,15.47278284,24.67281588,12.08135593,9/1/10
477,1910.1,1910.791667,9.32,0.465,0.735,9.419419835,3.9625,321.2451608,16.02778968,25.3342482,12.68027211,1/1/10
478,1910.11,1910.875,9.31,0.4675,0.7325,9.229089256,3.968333333,327.5183754,16.44627718,25.76876584,12.70989761,11/1/10
479,1910.12,1910.958333,9.05,0.47,0.73,9.229089256,3.974166667,318.3717828,16.53422518,25.68081784,12.39726027,12/1/10
480,1911.01,1911.041667,9.27,0.47,0.7183,9.229089256,3.98,326.1112073,16.53422518,25.26922117,12.90547125,1/1/11
481,1911.02,1911.125,9.43,0.47,0.7067,8.94367438,3.9825,342.3265237,17.0618734,25.65452326,13.3437102,2/1/11
482,1911.03,1911.208333,9.32,0.47,0.695,9.038839669,3.985,334.771182,16.88223772,24.96416003,13.41007194,3/1/11
483,1911.04,1911.291667,9.28,0.47,0.6833,8.753424793,3.9875,344.2031241,17.43270133,25.34418046,13.5811503,4/1/11
484,1911.05,1911.375,9.48,0.47,0.6717,8.753424793,3.99,351.6212948,17.43270133,24.91392656,14.1134435,5/1/11
485,1911.06,1911.458333,9.67,0.47,0.66,8.753424793,3.9925,358.6685571,17.43270133,24.47996356,14.65151515,6/1/11
486,1911.07,1911.541667,9.63,0.47,0.6483,8.848509091,3.995,353.3466856,17.24537303,23.78760709,14.85423415,7/1/11
487,1911.08,1911.625,9.17,0.47,0.6367,9.134004959,3.9975,325.9514587,16.70634521,22.63176595,14.40238731,8/1/11
488,1911.09,1911.708333,8.67,0.47,0.625,9.229089256,4,305.0036858,16.53422518,21.98700157,13.872,9/1/11
489,1911.1,1911.791667,8.72,0.47,0.6133,9.229089256,4.0025,306.762646,16.53422518,21.5754049,14.21816403,1/1/11
490,1911.11,1911.875,9.07,0.47,0.6017,9.134004959,4.005,322.3969171,16.70634521,21.38767641,15.07395712,11/1/11
491,1911.12,1911.958333,9.11,0.47,0.59,9.038839669,4.0075,327.2280545,16.88223772,21.19259629,15.44067797,12/1/11
492,1912.01,1912.041667,9.12,0.4708,0.5992,9.134004959,4.01,324.1741879,16.73478154,21.29881287,15.22029372,1/1/12
493,1912.02,1912.125,9.04,0.4717,0.6083,9.229089256,4.046666667,318.0199908,16.59402983,21.39950889,14.86108828,2/1/12
494,1912.03,1912.208333,9.3,0.4725,0.6175,9.419419835,4.083333333,320.5557936,16.28630241,21.28421532,15.06072874,3/1/12
495,1912.04,1912.291667,9.59,0.4733,0.6267,9.704834711,4.12,320.8302431,15.83409323,20.96603893,15.30237753,4/1/12
496,1912.05,1912.375,9.58,0.4742,0.6358,9.704834711,4.156666667,320.4956965,15.86420243,21.27047639,15.06763133,5/1/12
497,1912.06,1912.458333,9.58,0.475,0.645,9.609669421,4.193333333,323.6695898,16.04833561,21.79195046,14.85271318,6/1/12
498,1912.07,1912.541667,9.59,0.4758,0.6542,9.609669421,4.23,324.0074495,16.07536439,22.10278139,14.65912565,7/1/12
499,1912.08,1912.625,9.81,0.4767,0.6633,9.704834711,4.266666667,328.1902696,15.94783909,22.1904797,14.78968792,8/1/12
500,1912.09,1912.708333,9.86,0.4775,0.6725,9.8,4.303333333,326.6597878,15.81947755,22.27978776,14.66171004,9/1/12
501,1912.1,1912.791667,9.84,0.4783,0.6817,9.8,4.34,325.9971918,15.84598139,22.58458188,14.43450198,1/1/12
502,1912.11,1912.875,9.73,0.4792,0.6908,9.8,4.376666667,322.3529143,15.8757982,22.88606302,14.0851187,11/1/12
503,1912.12,1912.958333,9.38,0.48,0.7,9.704834711,4.413333333,313.8047634,16.05823949,23.41826592,13.4,12/1/12
504,1913.01,1913.041667,9.3,0.48,0.6942,9.8,4.45,308.107102,15.90230204,22.99870433,13.39671564,1/1/13
505,1913.02,1913.125,8.97,0.48,0.6883,9.8,4.425833333,297.1742694,15.90230204,22.80323853,13.03210809,2/1/13
506,1913.03,1913.208333,8.8,0.48,0.6825,9.8,4.401666667,291.5422041,15.90230204,22.61108571,12.89377289,3/1/13
507,1913.04,1913.291667,8.79,0.48,0.6767,9.8,4.3775,291.2109061,15.90230204,22.4189329,12.98950791,4/1/13
508,1913.05,1913.375,8.55,0.48,0.6708,9.7,4.353333333,286.1799588,16.0662433,22.45257501,12.74597496,5/1/13
509,1913.06,1913.458333,8.12,0.48,0.665,9.8,4.329166667,269.0139429,15.90230204,22.03131429,12.21052632,6/1/13
510,1913.07,1913.541667,8.23,0.48,0.6592,9.9,4.305,269.904097,15.74167273,21.61856388,12.4848301,7/1/13
511,1913.08,1913.625,8.45,0.48,0.6533,9.9,4.280833333,277.1190303,15.74167273,21.42507248,12.93433338,8/1/13
512,1913.09,1913.708333,8.53,0.48,0.6475,10,4.256666667,276.945216,15.584256,21.022512,13.17374517,9/1/13
513,1913.1,1913.791667,8.26,0.48,0.6417,10,4.2325,268.179072,15.584256,20.83420224,12.87205859,1/1/13
514,1913.11,1913.875,8.05,0.48,0.6358,10.1,4.208333333,258.7732277,15.42995644,20.43826313,12.66121422,11/1/13
515,1913.12,1913.958333,8.04,0.48,0.63,10,4.184166667,261.036288,15.584256,20.454336,12.76190476,12/1/13
516,1914.01,1914.041667,8.37,0.475,0.6208,10,4.16,271.750464,15.42192,20.15563776,13.48260309,1/1/14
517,1914.02,1914.125,8.48,0.47,0.6117,9.9,4.166666667,278.1028848,15.41372121,20.06079418,13.86300474,2/1/14
518,1914.03,1914.208333,8.32,0.465,0.6025,9.9,4.173333333,272.8556606,15.24974545,19.75907879,13.80912863,3/1/14
519,1914.04,1914.291667,8.12,0.46,0.5933,9.8,4.18,269.0139429,15.23970612,19.65590792,13.68616214,4/1/14
520,1914.05,1914.375,8.17,0.455,0.5842,9.9,4.186666667,267.9363879,14.92179394,19.15892752,13.98493667,5/1/14
521,1914.06,1914.458333,8.13,0.45,0.575,9.9,4.193333333,266.6245818,14.75781818,18.85721212,14.13913043,6/1/14
522,1914.07,1914.541667,7.68,0.445,0.5658,10,4.2,249.348096,14.447904,18.36994176,13.57370095,7/1/14
523,1914.08,1914.625,7.68,0.44,0.5567,10.2,4.206666667,244.4589176,14.00545882,17.72008847,13.7955811,8/1/14
524,1914.09,1914.708333,7.68,0.435,0.5475,10.2,4.213333333,244.4589176,13.84630588,17.42724706,14.02739726,9/1/14
525,1914.1,1914.791667,7.68,0.43,0.5383,10.1,4.22,246.879303,13.82266931,17.30405323,14.26713728,1/1/14
526,1914.11,1914.875,7.68,0.425,0.5292,10.2,4.226666667,244.4589176,13.528,16.84474729,14.51247166,11/1/14
527,1914.12,1914.958333,7.35,0.42,0.52,10.1,4.233333333,236.2712079,13.50121188,16.71578614,14.13461538,12/1/14
528,1915.01,1915.041667,7.48,0.4208,0.55,10.1,4.24,240.4501545,13.52692848,17.68015842,13.6,1/1/15
529,1915.02,1915.125,7.38,0.4217,0.58,10,4.224166667,239.607936,13.69141824,18.830976,12.72413793,2/1/15
530,1915.03,1915.208333,7.57,0.4225,0.61,9.9,4.208333333,248.259297,13.85595152,20.00504242,12.40983607,3/1/15
531,1915.04,1915.291667,8.14,0.4233,0.64,10,4.1925,264.283008,13.74336576,20.779008,12.71875,4/1/15
532,1915.05,1915.375,7.95,0.4242,0.67,10.1,4.176666667,255.5586535,13.636224,21.53764752,11.86567164,5/1/15
533,1915.06,1915.458333,8.04,0.425,0.7,10.1,4.160833333,258.4517703,13.66194059,22.5020198,11.48571429,6/1/15
534,1915.07,1915.541667,8.01,0.4258,0.73,10.1,4.145,257.487398,13.68765719,23.46639208,10.97260274,7/1/15
535,1915.08,1915.625,8.35,0.4267,0.76,10.1,4.129166667,268.4169505,13.71658836,24.43076436,10.98684211,8/1/15
536,1915.09,1915.708333,8.66,0.4275,0.79,10.1,4.113333333,278.3821307,13.74230495,25.39513663,10.96202532,9/1/15
537,1915.1,1915.791667,9.14,0.4283,0.82,10.2,4.0975,290.9315765,13.63304094,26.10108235,11.14634146,1/1/15
538,1915.11,1915.875,9.46,0.4292,0.85,10.3,4.081666667,298.1938951,13.52905072,26.79332039,11.12941176,11/1/15
539,1915.12,1915.958333,9.48,0.43,0.88,10.3,4.065833333,298.8243262,13.55426796,27.73896699,10.77272727,12/1/15
540,1916.01,1916.041667,9.33,0.4408,0.9342,10.4,4.05,291.2682462,13.76109785,29.16428677,9.987154785,1/1/16
541,1916.02,1916.125,9.2,0.4517,0.9883,10.4,4.065,287.2098462,14.10137908,30.85320554,9.308914297,2/1/16
542,1916.03,1916.208333,9.17,0.4625,1.042,10.5,4.08,283.54688,14.30102857,32.21983086,8.800383877,3/1/16
543,1916.04,1916.291667,9.07,0.4733,1.097,10.6,4.095,277.808966,14.49691109,33.60048906,8.268003646,4/1/16
544,1916.05,1916.375,9.27,0.4842,1.151,10.7,4.11,281.2812561,14.69216658,34.92499738,8.053866203,5/1/16
545,1916.06,1916.458333,9.36,0.495,1.205,10.8,4.125,281.3824,14.8808,36.22497778,7.767634855,6/1/16
546,1916.07,1916.541667,9.23,0.5058,1.259,10.8,4.14,277.4743111,15.205472,37.84833778,7.33121525,7/1/16
547,1916.08,1916.625,9.3,0.5167,1.313,10.9,4.155,277.0137248,15.39064426,39.10957211,7.083015994,8/1/16
548,1916.09,1916.708333,9.68,0.5275,1.368,11.1,4.17,283.1373838,15.42923243,40.01363027,7.076023392,9/1/16
549,1916.1,1916.791667,9.98,0.5383,1.422,11.3,4.185,286.7457133,15.46645465,40.85695434,7.018284107,1/1/16
550,1916.11,1916.875,10.21,0.5492,1.476,11.5,4.2,288.2522713,15.50520543,41.67094539,6.917344173,11/1/16
551,1916.12,1916.958333,9.8,0.56,1.53,11.6,4.215,274.2918621,15.67382069,42.82311724,6.405228758,12/1/16
552,1917.01,1917.041667,9.57,0.5708,1.509,11.7,4.23,265.5650462,15.83955364,41.87436308,6.34194831,1/1/17
553,1917.02,1917.125,9.03,0.5817,1.488,12,4.258333333,244.31568,15.7384752,40.259328,6.068548387,2/1/17
554,1917.03,1917.208333,9.31,0.5925,1.468,12,4.286666667,251.89136,16.03068,39.718208,6.341961853,3/1/17
555,1917.04,1917.291667,9.17,0.6033,1.447,12.6,4.315,236.2890667,15.54560457,37.28574476,6.337249482,4/1/17
556,1917.05,1917.375,8.86,0.6142,1.426,12.8,4.343333333,224.7339,15.579183,36.17049,6.213183731,5/1/17
557,1917.06,1917.458333,9.04,0.625,1.405,13,4.371666667,225.7719138,15.60923077,35.08955077,6.434163701,6/1/17
558,1917.07,1917.541667,8.79,0.6358,1.384,12.8,4.4,222.95835,16.127067,35.10516,6.351156069,7/1/17
559,1917.08,1917.625,8.53,0.6467,1.363,13,4.428333333,213.0347815,16.15118326,34.04061046,6.258253852,8/1/17
560,1917.09,1917.708333,8.12,0.6575,1.343,13.3,4.456666667,198.2208,16.05051429,32.78454857,6.046165302,9/1/17
561,1917.1,1917.791667,7.68,0.6683,1.322,13.5,4.485,184.7022933,16.07246649,31.79380622,5.809379728,1/1/17
562,1917.11,1917.875,7.04,0.6792,1.301,13.5,4.513333333,169.3104356,16.33460907,31.28876089,5.411222137,11/1/17
563,1917.12,1917.958333,6.8,0.69,1.28,13.7,4.541666667,161.1510657,16.35209343,30.33431825,5.3125,12/1/17
564,1918.01,1918.041667,7.21,0.68,1.256,14,4.57,167.20608,15.76978286,29.12771657,5.74044586,1/1/18
565,1918.02,1918.125,7.43,0.67,1.232,14.1,4.564166667,171.0860255,15.4276766,28.36850383,6.030844156,2/1/18
566,1918.03,1918.208333,7.28,0.66,1.208,14,4.558333333,168.82944,15.30596571,28.01455543,6.026490066,3/1/18
567,1918.04,1918.291667,7.21,0.65,1.183,14.2,4.5525,164.8510648,14.86174648,27.04837859,6.094674556,4/1/18
568,1918.05,1918.375,7.44,0.64,1.159,14.5,4.546666667,166.5903228,14.33035034,25.95136883,6.419327006,5/1/18
569,1918.06,1918.458333,7.45,0.63,1.135,14.7,4.540833333,164.5446531,13.91451429,25.06821224,6.563876652,6/1/18
570,1918.07,1918.541667,7.51,0.62,1.111,15.1,4.535,161.4759417,13.33090331,23.88811868,6.759675968,7/1/18
571,1918.08,1918.625,7.58,0.61,1.087,15.4,4.529166667,159.8060883,12.86038442,22.91678338,6.973321067,8/1/18
572,1918.09,1918.708333,7.54,0.6,1.063,15.7,4.523333333,155.925279,12.40784713,21.98256917,7.093132643,9/1/18
573,1918.1,1918.791667,7.86,0.59,1.038,16,4.5175,159.49512,11.97228,21.063096,7.572254335,1/1/18
574,1918.11,1918.875,8.06,0.58,1.014,16.3,4.511666667,160.5433325,11.55274601,20.19738699,7.948717949,11/1/18
575,1918.12,1918.958333,7.9,0.57,0.99,16.5,4.505833333,155.4490182,11.21594182,19.48032,7.97979798,12/1/18
576,1919.01,1919.041667,7.85,0.5667,0.985,16.5,4.5,154.4651636,11.15100742,19.38193455,7.969543147,1/1/19
577,1919.02,1919.125,7.88,0.5633,0.98,16.2,4.539166667,157.9268741,11.28936652,19.64065185,8.040816327,2/1/19
578,1919.03,1919.208333,8.12,0.56,0.975,16.4,4.578333333,160.7522341,11.08636098,19.30214634,8.328205128,3/1/19
579,1919.04,1919.291667,8.39,0.5567,0.97,16.7,4.6175,163.1136575,10.82304805,18.85819401,8.649484536,4/1/19
580,1919.05,1919.375,8.97,0.5533,0.965,16.9,4.656666667,172.3259077,10.62964601,18.53896331,9.295336788,5/1/19
581,1919.06,1919.458333,9.21,0.55,0.96,16.9,4.695833333,176.9366343,10.56624852,18.44290651,9.59375,6/1/19
582,1919.07,1919.541667,9.51,0.5467,0.955,17.4,4.735,177.4500414,10.20104497,17.81964138,9.958115183,7/1/19
583,1919.08,1919.625,8.87,0.5433,0.95,17.7,4.774166667,162.702861,9.965779525,17.42589831,9.336842105,8/1/19
584,1919.09,1919.708333,9.01,0.54,0.945,17.8,4.813333333,164.3424,9.8496,17.2368,9.534391534,9/1/19
585,1919.1,1919.791667,9.47,0.5367,0.94,18.1,4.8525,169.8698254,9.627152619,16.86141878,10.07446809,1/1/19
586,1919.11,1919.875,9.19,0.5333,0.935,18.5,4.891666667,161.2830097,9.359328519,16.40909838,9.828877005,11/1/19
587,1919.12,1919.958333,8.92,0.53,0.93,18.9,4.930833333,153.2314413,9.10455873,15.97592381,9.591397849,12/1/19
588,1920.01,1920.041667,8.83,0.5283,0.9192,19.3,4.97,148.5416456,8.887265161,15.46313484,9.606179286,1/1/20
589,1920.02,1920.125,8.1,0.5267,0.9083,19.5,4.98,134.8637538,8.769473969,15.12305526,8.91775845,2/1/20
590,1920.03,1920.208333,8.67,0.525,0.8975,19.7,4.99,142.8886416,8.652426396,14.79152893,9.660167131,3/1/20
591,1920.04,1920.291667,8.6,0.5233,0.8867,20.3,5,137.5457734,8.369500374,14.18160899,9.698883501,4/1/20
592,1920.05,1920.375,8.06,0.5217,0.8758,20.6,5.01,127.0318602,8.222397204,13.80328823,9.203014387,5/1/20
593,1920.06,1920.458333,7.92,0.52,0.865,20.9,5.02,123.0336,8.077963636,13.43738182,9.156069364,6/1/20
594,1920.07,1920.541667,7.91,0.5183,0.8542,20.8,5.03,123.4690154,8.090264308,13.33340492,9.260126434,7/1/20
595,1920.08,1920.625,7.6,0.5167,0.8433,20.3,5.04,121.5520788,8.26394199,13.48748264,9.012213921,8/1/20
596,1920.09,1920.708333,7.87,0.515,0.8325,20,5.05,127.758432,8.360304,13.514472,9.453453453,9/1/20
597,1920.1,1920.791667,7.88,0.5133,0.8217,19.9,5.06,128.5635859,8.374579779,13.40618002,9.58987465,1/1/20
598,1920.11,1920.875,7.48,0.5117,0.8108,19.8,5.07,122.6538667,8.390639515,13.29515442,9.225456339,11/1/20
599,1920.12,1920.958333,6.81,0.51,0.8,19.4,5.08,113.9699134,8.535191753,13.38853608,8.5125,12/1/20
600,1921.01,1921.041667,7.11,0.5058,0.7575,19,5.09,121.49568,8.6431104,12.94416,9.386138614,1/1/21
601,1921.02,1921.125,7.06,0.5017,0.715,18.4,5.024166667,124.5752348,8.852605565,12.61633043,9.874125874,2/1/21
602,1921.03,1921.208333,6.88,0.4975,0.6725,18.3,4.958333333,122.0624787,8.826465574,11.93125246,10.23048327,3/1/21
603,1921.04,1921.291667,6.91,0.4933,0.63,18.1,4.8925,123.9493657,8.848657326,11.30073812,10.96825397,4/1/21
604,1921.05,1921.375,7.12,0.4892,0.5875,17.7,4.826666667,130.602522,8.973420475,10.77654237,12.11914894,5/1/21
605,1921.06,1921.458333,6.55,0.485,0.545,17.6,4.760833333,120.8296364,8.946927273,10.05376364,12.01834862,6/1/21
606,1921.07,1921.541667,6.53,0.4808,0.5025,17.7,4.695,119.780122,8.819338847,9.217383051,12.99502488,7/1/21
607,1921.08,1921.625,6.45,0.4767,0.46,17.7,4.629166667,118.312678,8.744132339,8.43780339,14.02173913,8/1/21
608,1921.09,1921.708333,6.61,0.4725,0.4175,17.5,4.563333333,122.6332526,8.766144,7.745746286,15.83233533,9/1/21
609,1921.1,1921.791667,6.7,0.4683,0.375,17.5,4.4975,124.3029943,8.68822272,6.957257143,17.86666667,1/1/21
610,1921.11,1921.875,7.06,0.4642,0.3325,17.4,4.431666667,131.734731,8.661651862,6.20422069,21.23308271,11/1/21
611,1921.12,1921.958333,7.31,0.46,0.29,17.3,4.365833333,137.1879954,8.63289711,5.442478613,25.20689655,12/1/21
612,1922.01,1922.041667,7.3,0.4642,0.3233,16.9,4.3,140.2429349,8.917913751,6.211032994,22.57964739,1/1/22
613,1922.02,1922.125,7.46,0.4683,0.3567,16.9,4.305,143.3167527,8.996680331,6.85269245,20.91393328,2/1/22
614,1922.03,1922.208333,7.74,0.4725,0.39,16.7,4.31,150.4767234,9.186079042,7.582160479,19.84615385,3/1/22
615,1922.04,1922.291667,8.21,0.4767,0.4233,16.7,4.315,159.6141988,9.267733078,8.229560335,19.39522797,4/1/22
616,1922.05,1922.375,8.53,0.4808,0.4567,16.7,4.32,165.8354587,9.34744297,8.878904335,18.6774688,5/1/22
617,1922.06,1922.458333,8.45,0.485,0.49,16.7,4.325,164.2801437,9.429097006,9.526304192,17.24489796,6/1/22
618,1922.07,1922.541667,8.51,0.4892,0.5233,16.8,4.33,164.4618286,9.454139429,10.11314629,16.2621823,7/1/22
619,1922.08,1922.625,8.83,0.4933,0.5567,16.6,4.335,172.7020337,9.648234795,10.88824713,15.86132567,8/1/22
620,1922.09,1922.708333,9.06,0.4975,0.59,16.6,4.34,177.2005012,9.730380723,11.53954699,15.3559322,9/1/22
621,1922.1,1922.791667,9.26,0.5017,0.6233,16.7,4.345,180.0277078,9.753769006,12.11784776,14.85640943,1/1/22
622,1922.11,1922.875,8.8,0.5058,0.6567,16.8,4.35,170.0662857,9.774946286,12.69119657,13.40033501,11/1/22
623,1922.12,1922.958333,8.78,0.51,0.69,16.9,4.355,168.6757491,9.797794083,13.25583905,12.72463768,12/1/22
624,1923.01,1923.041667,8.9,0.5117,0.7142,16.8,4.36,171.9988571,9.888968,13.80242514,12.46149538,1/1/23
625,1923.02,1923.125,9.28,0.5133,0.7383,16.8,4.335,179.3426286,9.919889143,14.26817486,12.56941623,2/1/23
626,1923.03,1923.208333,9.43,0.515,0.7625,16.8,4.31,182.2414857,9.952742857,14.73585714,12.36721311,3/1/23
627,1923.04,1923.291667,9.1,0.5167,0.7867,16.9,4.285,174.8233846,9.926510201,15.11357766,11.56730647,4/1/23
628,1923.05,1923.375,8.67,0.5183,0.8108,16.9,4.26,166.5624994,9.957248379,15.57657146,10.69314258,5/1/23
629,1923.06,1923.458333,8.34,0.52,0.835,17,4.235,159.2802635,9.931143529,15.94712471,9.988023952,6/1/23
630,1923.07,1923.541667,8.06,0.5217,0.8592,17.2,4.21,152.1428093,9.847754791,16.21849898,9.380819367,7/1/23
631,1923.08,1923.625,8.1,0.5233,0.8833,17.1,4.185,153.792,9.935722667,16.77092267,9.170157364,8/1/23
632,1923.09,1923.708333,8.15,0.525,0.9075,17.2,4.16,153.8416744,9.910046512,17.13022326,8.980716253,9/1/23
633,1923.1,1923.791667,8.03,0.5267,0.9317,17.3,4.135,150.7003561,9.884667191,17.48537008,8.618654073,1/1/23
634,1923.11,1923.875,8.27,0.5283,0.9558,17.3,4.11,155.2044763,9.914694659,17.93765882,8.652437748,11/1/23
635,1923.12,1923.958333,8.55,0.53,0.98,17.3,4.085,160.4592832,9.946598844,18.39182428,8.724489796,12/1/23
636,1924.01,1924.041667,8.83,0.5317,0.9758,17.3,4.06,165.7140902,9.978503029,18.31300217,9.048985448,1/1/24
637,1924.02,1924.125,8.87,0.5333,0.9717,17.2,4.043333333,167.4325953,10.06671963,18.34208037,9.12833179,2/1/24
638,1924.03,1924.208333,8.7,0.535,0.9675,17.1,4.026666667,165.184,10.15786667,18.3696,8.992248062,3/1/24
639,1924.04,1924.291667,8.5,0.5367,0.9633,17,4.01,162.336,10.25008602,18.39744339,8.823834735,4/1/24
640,1924.05,1924.375,8.47,0.5383,0.9592,17,3.993333333,161.7630494,10.28064339,18.31914014,8.830275229,5/1/24
641,1924.06,1924.458333,8.63,0.54,0.955,17,3.976666667,164.8187859,10.31311059,18.23892706,9.036649215,6/1/24
642,1924.07,1924.541667,9.03,0.5417,0.9508,17.1,3.96,171.4496,10.28507733,18.05252267,9.497265461,7/1/24
643,1924.08,1924.625,9.34,0.5433,0.9467,17,3.943333333,178.3786165,10.37613515,18.08041073,9.865849794,8/1/24
644,1924.09,1924.708333,9.25,0.545,0.9425,17.1,3.926666667,175.6266667,10.34773333,17.89493333,9.814323607,9/1/24
645,1924.1,1924.791667,9.13,0.5467,0.9383,17.2,3.91,172.3404279,10.31966177,17.71161265,9.730363423,1/1/24
646,1924.11,1924.875,9.64,0.5483,0.9342,17.2,3.893333333,181.9673302,10.34986381,17.63421991,10.31898951,11/1/24
647,1924.12,1924.958333,10.16,0.55,0.93,17.3,3.876666667,190.6744231,10.3219422,17.4534659,10.92473118,12/1/24
648,1925.01,1925.041667,10.58,0.5542,0.9567,17.3,3.86,198.5566335,10.4007643,17.95454927,11.05884812,1/1/25
649,1925.02,1925.125,10.67,0.5583,0.9833,17.2,3.845,201.4098977,10.5386266,18.56104521,10.8512153,2/1/25
650,1925.03,1925.208333,10.39,0.5625,1.01,17.3,3.83,194.9908717,10.55653179,18.95483931,10.28712871,3/1/25
651,1925.04,1925.291667,10.28,0.5667,1.037,17.2,3.815,194.0481488,10.69718735,19.5747014,9.913211186,4/1/25
652,1925.05,1925.375,10.61,0.5708,1.063,17.3,3.8,199.1196486,10.71229928,19.94949919,9.981185325,5/1/25
653,1925.06,1925.458333,10.8,0.575,1.09,17.5,3.785,200.3690057,10.66779429,20.22242743,9.908256881,6/1/25
654,1925.07,1925.541667,11.1,0.5792,1.117,17.7,3.77,203.6078644,10.62429505,20.4891878,9.93733214,7/1/25
